unit_nr,event_time,time_cycles,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
78,2026-01-01 00:02:54,174,0.0017,0.0000,100.0,518.67,642.74,1587.10,1404.92,14.62,21.61,553.22,2388.09,9068.64,1.30,47.35,521.79,2388.01,8144.91,8.4573,0.03,394,2388,100.00,38.83,23.2199
83,2026-01-01 00:02:54,174,-0.0021,-0.0001,100.0,518.67,642.69,1585.92,1409.61,14.62,21.61,553.75,2388.08,9062.91,1.30,47.53,522.07,2388.05,8141.02,8.4559,0.03,391,2388,100.00,38.95,23.2932
92,2026-01-01 00:02:54,174,-0.0013,0.0005,100.0,518.67,642.30,1590.66,1400.62,14.62,21.61,553.80,2388.12,9057.33,1.30,47.38,521.28,2388.06,8141.70,8.4087,0.03,392,2388,100.00,39.12,23.3024
97,2026-01-01 00:02:54,174,-0.0014,0.0000,100.0,518.67,642.97,1592.52,1418.99,14.62,21.61,552.87,2388.07,9117.33,1.30,47.57,521.31,2388.09,8198.04,8.4307,0.03,394,2388,100.00,39.08,23.2683
99,2026-01-01 00:02:54,174,-0.0020,0.0004,100.0,518.67,643.60,1597.44,1422.01,14.62,21.61,551.70,2388.21,9055.57,1.30,48.02,519.91,2388.19,8131.05,8.5154,0.03,396,2388,100.00,38.67,23.0744
1,2026-01-01 00:02:55,175,0.0001,0.0002,100.0,518.67,643.61,1603.29,1422.52,14.62,21.61,551.64,2388.23,9042.66,1.30,47.86,520.38,2388.22,8125.76,8.4890,0.03,394,2388,100.00,38.58,23.1573
7,2026-01-01 00:02:55,175,-0.0017,-0.0004,100.0,518.67,642.68,1595.55,1412.11,14.62,21.61,553.42,2388.08,9077.87,1.30,47.66,521.59,2388.13,8151.30,8.4237,0.03,394,2388,100.00,38.62,23.1631
9,2026-01-01 00:02:55,175,0.0023,0.0001,100.0,518.67,642.89,1595.01,1412.09,14.62,21.61,552.79,2388.02,9137.19,1.30,47.45,521.28,2388.05,8207.79,8.4407,0.03,393,2388,100.00,38.79,23.2424
10,2026-01-01 00:02:55,175,0.0029,0.0001,100.0,518.67,642.78,1593.26,1412.11,14.62,21.61,552.42,2388.13,9075.74,1.30,47.74,521.01,2388.10,8150.00,8.4548,0.03,393,2388,100.00,38.67,23.2985
14,2026-01-01 00:02:55,175,0.0023,0.0001,100.0,518.67,643.50,1604.22,1425.67,14.62,21.61,551.64,2388.16,9120.62,1.30,48.19,520.37,2388.21,8186.78,8.5324,0.03,396,2388,100.00,38.47,23.0489
16,2026-01-01 00:02:55,175,-0.0000,-0.0004,100.0,518.67,643.33,1598.74,1426.64,14.62,21.61,552.27,2388.26,9057.75,1.30,47.92,520.56,2388.22,8134.14,8.4757,0.03,394,2388,100.00,38.52,23.2217
21,2026-01-01 00:02:55,175,-0.0009,-0.0000,100.0,518.67,643.33,1601.66,1420.72,14.62,21.61,552.24,2388.13,9110.08,1.30,47.91,520.81,2388.10,8182.66,8.5325,0.03,396,2388,100.00,38.56,23.2721
26,2026-01-01 00:02:55,175,0.0007,0.0001,100.0,518.67,643.52,1597.07,1418.37,14.62,21.61,552.55,2388.14,9110.14,1.30,47.76,520.16,2388.19,8173.53,8.5125,0.03,395,2388,100.00,38.65,23.1573
33,2026-01-01 00:02:55,175,-0.0021,0.0002,100.0,518.67,642.63,1597.72,1415.62,14.62,21.61,552.16,2388.20,9054.73,1.30,47.90,520.84,2388.14,8135.53,8.4748,0.03,392,2388,100.00,38.69,23.2892
41,2026-01-01 00:02:55,175,-0.0003,0.0002,100.0,518.67,642.59,1595.91,1416.94,14.62,21.61,552.66,2388.04,9104.67,1.30,47.60,521.52,2388.02,8177.34,8.4868,0.03,394,2388,100.00,38.61,23.2915
44,2026-01-01 00:02:55,175,0.0013,-0.0001,100.0,518.67,643.02,1597.59,1420.72,14.62,21.61,552.14,2388.14,9070.90,1.30,47.99,520.75,2388.09,8149.87,8.5070,0.03,393,2388,100.00,38.68,23.1616
47,2026-01-01 00:02:55,175,0.0003,0.0003,100.0,518.67,643.37,1586.66,1414.65,14.62,21.61,553.24,2388.10,9085.55,1.30,47.58,521.35,2388.12,8158.32,8.4785,0.03,394,2388,100.00,38.70,23.2637
54,2026-01-01 00:02:55,175,0.0002,0.0001,100.0,518.67,642.32,1587.74,1412.10,14.62,21.61,552.82,2388.06,9082.88,1.30,47.68,521.74,2388.08,8155.95,8.4451,0.03,394,2388,100.00,39.00,23.2459
67,2026-01-01 00:02:55,175,-0.0008,0.0003,100.0,518.67,642.20,1578.18,1413.43,14.62,21.61,553.49,2388.15,9060.89,1.30,47.60,521.73,2388.13,8143.60,8.3991,0.03,392,2388,100.00,38.81,23.3088
71,2026-01-01 00:02:55,175,-0.0026,0.0003,100.0,518.67,642.88,1599.47,1419.49,14.62,21.61,552.68,2388.14,9094.49,1.30,47.98,520.73,2388.03,8166.90,8.4802,0.03,394,2388,100.00,38.51,23.1409
75,2026-01-01 00:02:55,175,-0.0023,-0.0002,100.0,518.67,643.74,1592.11,1420.25,14.62,21.61,552.99,2388.24,9040.47,1.30,47.83,520.64,2388.23,8116.08,8.4554,0.03,395,2388,100.00,38.58,23.3063
76,2026-01-01 00:02:55,175,-0.0014,0.0000,100.0,518.67,643.51,1591.72,1420.21,14.62,21.61,552.36,2388.23,9052.36,1.30,47.88,520.52,2388.19,8133.71,8.4951,0.03,394,2388,100.00,38.49,23.1965
78,2026-01-01 00:02:55,175,0.0038,0.0002,100.0,518.67,642.96,1593.69,1408.00,14.62,21.61,553.01,2388.11,9070.34,1.30,47.50,521.71,2388.08,8147.77,8.4500,0.03,393,2388,100.00,38.82,23.1976
83,2026-01-01 00:02:55,175,0.0007,0.0000,100.0,518.67,642.51,1584.15,1396.11,14.62,21.61,554.02,2388.04,9058.96,1.30,47.37,522.32,2388.10,8133.60,8.4458,0.03,393,2388,100.00,38.96,23.3541
92,2026-01-01 00:02:55,175,-0.0000,-0.0002,100.0,518.67,642.67,1590.64,1402.07,14.62,21.61,553.74,2388.09,9065.19,1.30,47.29,522.01,2388.05,8138.26,8.4339,0.03,395,2388,100.00,38.95,23.3568
97,2026-01-01 00:02:55,175,0.0011,0.0005,100.0,518.67,642.58,1599.64,1414.21,14.62,21.61,553.59,2388.11,9115.17,1.30,47.68,521.60,2388.09,8191.69,8.4412,0.03,395,2388,100.00,38.82,23.2674
99,2026-01-01 00:02:55,175,0.0022,-0.0005,100.0,518.67,643.85,1598.40,1423.70,14.62,21.61,551.85,2388.27,9053.73,1.30,47.99,520.42,2388.26,8132.04,8.5181,0.03,396,2388,100.00,38.51,23.1480
1,2026-01-01 00:02:56,176,-0.0020,-0.0003,100.0,518.67,642.86,1592.27,1422.73,14.62,21.61,551.91,2388.23,9045.74,1.30,47.84,519.80,2388.20,8123.80,8.4853,0.03,394,2388,100.00,38.72,23.2491
7,2026-01-01 00:02:56,176,-0.0036,0.0001,100.0,518.67,642.28,1597.97,1415.24,14.62,21.61,553.17,2388.13,9072.06,1.30,47.48,521.06,2388.04,8148.21,8.4280,0.03,393,2388,100.00,38.91,23.2682
9,2026-01-01 00:02:56,176,0.0010,-0.0001,100.0,518.67,643.16,1591.56,1408.48,14.62,21.61,553.89,2388.01,9139.98,1.30,47.60,521.38,2388.01,8214.49,8.4672,0.03,395,2388,100.00,38.78,23.2337
10,2026-01-01 00:02:56,176,0.0013,-0.0001,100.0,518.67,643.27,1596.38,1406.76,14.62,21.61,553.49,2388.11,9087.33,1.30,47.36,520.98,2388.11,8156.00,8.4562,0.03,394,2388,100.00,38.67,23.2596
14,2026-01-01 00:02:56,176,-0.0020,-0.0002,100.0,518.67,643.49,1599.40,1427.06,14.62,21.61,551.48,2388.18,9125.20,1.30,48.08,520.14,2388.20,8191.75,8.5309,0.03,396,2388,100.00,38.46,23.1078
16,2026-01-01 00:02:56,176,-0.0022,0.0001,100.0,518.67,643.16,1597.14,1421.84,14.62,21.61,551.60,2388.16,9056.35,1.30,47.85,520.59,2388.18,8137.21,8.4550,0.03,396,2388,100.00,38.56,23.1382
21,2026-01-01 00:02:56,176,-0.0005,-0.0005,100.0,518.67,643.64,1595.64,1421.95,14.62,21.61,553.12,2388.14,9117.62,1.30,47.93,521.13,2388.14,8185.37,8.4777,0.03,395,2388,100.00,38.71,23.2371
26,2026-01-01 00:02:56,176,-0.0005,-0.0001,100.0,518.67,643.29,1591.28,1423.76,14.62,21.61,551.86,2388.13,9104.96,1.30,47.91,520.79,2388.11,8177.37,8.5328,0.03,394,2388,100.00,38.60,23.0826
33,2026-01-01 00:02:56,176,0.0012,-0.0001,100.0,518.67,643.54,1599.70,1424.10,14.62,21.61,553.22,2388.18,9061.74,1.30,47.82,520.75,2388.19,8134.39,8.4351,0.03,392,2388,100.00,38.81,23.2417
41,2026-01-01 00:02:56,176,-0.0037,-0.0000,100.0,518.67,642.89,1589.53,1408.97,14.62,21.61,553.70,2388.11,9095.60,1.30,47.71,520.70,2388.09,8173.94,8.4426,0.03,393,2388,100.00,38.72,23.1792
44,2026-01-01 00:02:56,176,0.0001,-0.0001,100.0,518.67,643.20,1597.94,1416.46,14.62,21.61,552.36,2388.24,9077.87,1.30,47.95,520.15,2388.17,8153.70,8.5230,0.03,395,2388,100.00,38.60,23.2314
47,2026-01-01 00:02:56,176,0.0053,-0.0001,100.0,518.67,643.20,1588.00,1412.74,14.62,21.61,552.13,2388.10,9085.48,1.30,47.72,521.35,2388.09,8166.33,8.4200,0.03,394,2388,100.00,38.66,23.2887
54,2026-01-01 00:02:56,176,0.0019,0.0003,100.0,518.67,642.55,1586.65,1403.86,14.62,21.61,553.73,2388.06,9074.58,1.30,47.55,522.39,2388.02,8158.86,8.3991,0.03,394,2388,100.00,38.83,23.3538
67,2026-01-01 00:02:56,176,-0.0010,0.0005,100.0,518.67,642.80,1585.62,1409.53,14.62,21.61,553.58,2388.11,9072.62,1.30,47.48,521.19,2388.08,8142.89,8.4629,0.03,395,2388,100.00,38.88,23.3587
71,2026-01-01 00:02:56,176,0.0009,0.0002,100.0,518.67,643.02,1593.29,1420.25,14.62,21.61,552.18,2388.14,9098.15,1.30,47.85,520.98,2388.12,8168.14,8.4567,0.03,394,2388,100.00,38.51,23.2123
75,2026-01-01 00:02:56,176,0.0002,0.0005,100.0,518.67,642.80,1593.30,1415.56,14.62,21.61,552.14,2388.21,9033.10,1.30,47.77,520.61,2388.22,8117.57,8.4697,0.03,394,2388,100.00,38.75,23.1901
76,2026-01-01 00:02:56,176,0.0021,0.0000,100.0,518.67,643.14,1602.66,1423.90,14.62,21.61,552.22,2388.23,9058.36,1.30,47.85,521.11,2388.22,8136.21,8.4986,0.03,395,2388,100.00,38.51,23.1241
78,2026-01-01 00:02:56,176,0.0030,0.0004,100.0,518.67,642.44,1594.83,1409.28,14.62,21.61,553.00,2388.12,9070.54,1.30,47.35,521.69,2388.09,8151.97,8.4546,0.03,392,2388,100.00,38.98,23.4169
83,2026-01-01 00:02:56,176,-0.0012,0.0001,100.0,518.67,641.84,1581.93,1400.65,14.62,21.61,554.24,2388.06,9056.60,1.30,47.57,522.06,2388.06,8138.20,8.4666,0.03,391,2388,100.00,38.98,23.4154
92,2026-01-01 00:02:56,176,-0.0028,0.0002,100.0,518.67,642.01,1585.51,1404.65,14.62,21.61,554.26,2388.07,9056.11,1.30,47.50,521.31,2388.14,8140.76,8.4194,0.03,392,2388,100.00,38.87,23.2981
97,2026-01-01 00:02:56,176,0.0016,0.0003,100.0,518.67,643.67,1588.89,1413.01,14.62,21.61,552.28,2387.98,9126.09,1.30,47.81,521.61,2388.03,8199.71,8.4401,0.03,394,2388,100.00,38.60,23.2005
99,2026-01-01 00:02:56,176,-0.0005,-0.0004,100.0,518.67,643.44,1595.16,1420.93,14.62,21.61,551.99,2388.21,9057.85,1.30,48.06,519.50,2388.26,8136.92,8.4987,0.03,394,2388,100.00,38.48,23.2240
1,2026-01-01 00:02:57,177,-0.0038,-0.0003,100.0,518.67,643.79,1602.02,1423.99,14.62,21.61,551.93,2388.25,9046.20,1.30,48.03,520.24,2388.23,8120.11,8.4779,0.03,396,2388,100.00,38.63,23.1673
7,2026-01-01 00:02:57,177,0.0015,0.0003,100.0,518.67,642.84,1591.36,1410.93,14.62,21.61,553.60,2388.06,9071.16,1.30,47.38,521.66,2388.07,8149.93,8.4442,0.03,394,2388,100.00,38.81,23.3785
9,2026-01-01 00:02:57,177,-0.0047,0.0003,100.0,518.67,642.83,1595.84,1408.22,14.62,21.61,553.54,2388.07,9147.59,1.30,47.43,521.46,2388.08,8212.23,8.4358,0.03,396,2388,100.00,38.89,23.1860
10,2026-01-01 00:02:57,177,0.0019,-0.0002,100.0,518.67,642.98,1586.66,1414.12,14.62,21.61,552.47,2388.11,9075.33,1.30,47.50,521.37,2388.01,8152.49,8.4152,0.03,395,2388,100.00,38.78,23.1925
14,2026-01-01 00:02:57,177,0.0005,-0.0005,100.0,518.67,644.17,1599.20,1424.67,14.62,21.61,551.93,2388.21,9128.96,1.30,48.04,519.92,2388.18,8193.49,8.5166,0.03,397,2388,100.00,38.46,23.0187
16,2026-01-01 00:02:57,177,0.0010,0.0001,100.0,518.67,643.30,1597.68,1419.99,14.62,21.61,551.87,2388.17,9057.45,1.30,47.90,520.59,2388.23,8132.45,8.5108,0.03,396,2388,100.00,38.58,23.1236
21,2026-01-01 00:02:57,177,0.0010,0.0004,100.0,518.67,643.16,1595.49,1415.35,14.62,21.61,551.88,2388.12,9119.15,1.30,47.98,521.02,2388.07,8192.54,8.4571,0.03,395,2388,100.00,38.62,23.1500
26,2026-01-01 00:02:57,177,-0.0010,0.0003,100.0,518.67,643.69,1592.25,1423.11,14.62,21.61,552.59,2388.12,9112.15,1.30,48.03,520.60,2388.13,8178.78,8.5052,0.03,396,2388,100.00,38.57,23.1370
33,2026-01-01 00:02:57,177,-0.0012,0.0004,100.0,518.67,642.36,1594.74,1417.09,14.62,21.61,552.55,2388.17,9055.23,1.30,47.68,521.04,2388.18,8137.09,8.5124,0.03,395,2388,100.00,38.57,23.0430
41,2026-01-01 00:02:57,177,-0.0026,0.0004,100.0,518.67,643.14,1590.16,1414.19,14.62,21.61,553.38,2388.07,9095.05,1.30,47.72,520.60,2388.08,8170.74,8.4863,0.03,392,2388,100.00,38.75,23.2574
44,2026-01-01 00:02:57,177,-0.0030,0.0004,100.0,518.67,643.30,1590.15,1418.51,14.62,21.61,552.05,2388.12,9074.41,1.30,47.86,520.26,2388.18,8153.05,8.5320,0.03,394,2388,100.00,38.69,23.1563
47,2026-01-01 00:02:57,177,0.0038,-0.0004,100.0,518.67,642.59,1591.89,1410.96,14.62,21.61,553.62,2388.09,9085.37,1.30,47.61,520.94,2388.07,8160.60,8.4529,0.03,394,2388,100.00,38.85,23.2514
54,2026-01-01 00:02:57,177,-0.0001,-0.0001,100.0,518.67,642.85,1588.93,1400.71,14.62,21.61,554.66,2388.05,9077.64,1.30,47.40,521.17,2388.01,8159.14,8.4455,0.03,393,2388,100.00,38.90,23.3646
67,2026-01-01 00:02:57,177,0.0006,0.0002,100.0,518.67,643.00,1581.72,1399.44,14.62,21.61,553.50,2388.09,9062.25,1.30,47.58,521.54,2388.09,8139.10,8.4018,0.03,391,2388,100.00,38.85,23.3276
71,2026-01-01 00:02:57,177,-0.0001,-0.0002,100.0,518.67,643.33,1599.11,1418.33,14.62,21.61,552.20,2388.09,9101.12,1.30,47.83,520.49,2388.14,8176.63,8.4478,0.03,394,2388,100.00,38.82,23.2107
75,2026-01-01 00:02:57,177,-0.0005,0.0002,100.0,518.67,642.98,1597.43,1414.24,14.62,21.61,551.96,2388.16,9048.83,1.30,47.81,520.20,2388.24,8116.99,8.4666,0.03,394,2388,100.00,38.52,23.3035
76,2026-01-01 00:02:57,177,-0.0021,0.0003,100.0,518.67,643.63,1599.51,1426.06,14.62,21.61,552.39,2388.22,9052.94,1.30,48.01,520.70,2388.16,8130.73,8.4958,0.03,394,2388,100.00,38.51,23.1952
78,2026-01-01 00:02:57,177,0.0019,0.0003,100.0,518.67,642.52,1591.31,1409.43,14.62,21.61,553.48,2388.13,9064.80,1.30,47.53,521.21,2388.05,8147.73,8.4238,0.03,394,2388,100.00,38.74,23.3630
83,2026-01-01 00:02:57,177,0.0017,0.0003,100.0,518.67,642.06,1586.22,1401.65,14.62,21.61,554.41,2388.05,9056.09,1.30,47.45,521.76,2388.06,8138.25,8.4143,0.03,392,2388,100.00,38.95,23.3012
92,2026-01-01 00:02:57,177,-0.0011,0.0004,100.0,518.67,642.14,1587.06,1401.86,14.62,21.61,553.11,2388.04,9060.00,1.30,47.52,521.66,2388.07,8140.95,8.4261,0.03,392,2388,100.00,38.89,23.3623
97,2026-01-01 00:02:57,177,-0.0002,-0.0001,100.0,518.67,643.35,1598.21,1408.17,14.62,21.61,553.18,2388.06,9133.73,1.30,47.52,521.18,2388.07,8196.46,8.4650,0.03,395,2388,100.00,38.82,23.1064
99,2026-01-01 00:02:57,177,-0.0023,0.0003,100.0,518.67,643.69,1592.46,1429.64,14.62,21.61,551.83,2388.25,9055.10,1.30,48.04,520.04,2388.21,8133.64,8.4787,0.03,397,2388,100.00,38.63,23.1627
1,2026-01-01 00:02:58,178,-0.0001,0.0002,100.0,518.67,643.38,1605.33,1424.65,14.62,21.61,552.18,2388.23,9046.17,1.30,48.00,520.20,2388.20,8116.56,8.4770,0.03,395,2388,100.00,38.65,23.1770
7,2026-01-01 00:02:58,178,-0.0012,0.0002,100.0,518.67,642.67,1588.09,1411.27,14.62,21.61,553.20,2388.09,9076.86,1.30,47.49,521.47,2388.09,8157.58,8.3954,0.03,391,2388,100.00,38.66,23.3998
9,2026-01-01 00:02:58,178,-0.0013,-0.0002,100.0,518.67,643.30,1594.77,1407.18,14.62,21.61,552.79,2388.09,9151.39,1.30,47.72,521.66,2388.05,8217.98,8.4521,0.03,394,2388,100.00,38.72,23.3195
10,2026-01-01 00:02:58,178,0.0018,-0.0003,100.0,518.67,642.93,1581.95,1415.57,14.62,21.61,553.46,2388.09,9075.51,1.30,47.63,520.90,2388.11,8161.47,8.4147,0.03,393,2388,100.00,38.72,23.3584
14,2026-01-01 00:02:58,178,0.0001,-0.0001,100.0,518.67,643.31,1603.10,1432.46,14.62,21.61,551.16,2388.24,9132.68,1.30,48.26,519.98,2388.20,8194.69,8.4919,0.03,397,2388,100.00,38.44,23.0785
16,2026-01-01 00:02:58,178,0.0002,0.0004,100.0,518.67,643.56,1594.89,1417.45,14.62,21.61,551.95,2388.23,9061.71,1.30,47.79,520.40,2388.19,8129.82,8.4805,0.03,395,2388,100.00,38.46,23.0919
21,2026-01-01 00:02:58,178,0.0002,0.0003,100.0,518.67,643.16,1595.14,1415.78,14.62,21.61,552.41,2388.13,9115.87,1.30,47.92,520.47,2388.11,8191.23,8.5123,0.03,395,2388,100.00,38.53,23.1336
26,2026-01-01 00:02:58,178,-0.0026,-0.0001,100.0,518.67,643.25,1595.48,1418.21,14.62,21.61,552.20,2388.12,9111.45,1.30,47.75,520.10,2388.11,8182.23,8.4769,0.03,395,2388,100.00,38.35,23.1517
33,2026-01-01 00:02:58,178,0.0002,-0.0001,100.0,518.67,643.37,1593.36,1424.29,14.62,21.61,552.99,2388.16,9055.40,1.30,47.72,521.08,2388.19,8132.41,8.4845,0.03,394,2388,100.00,38.72,23.2399
41,2026-01-01 00:02:58,178,0.0014,-0.0004,100.0,518.67,642.88,1587.66,1410.69,14.62,21.61,552.81,2388.08,9098.14,1.30,47.78,521.41,2388.11,8169.79,8.4457,0.03,395,2388,100.00,38.89,23.2650
44,2026-01-01 00:02:58,178,-0.0001,-0.0001,100.0,518.67,643.42,1601.12,1424.81,14.62,21.61,552.08,2388.17,9076.28,1.30,48.00,520.36,2388.17,8151.76,8.4936,0.03,396,2388,100.00,38.63,23.2223
47,2026-01-01 00:02:58,178,-0.0026,-0.0001,100.0,518.67,643.00,1589.30,1419.35,14.62,21.61,553.41,2388.14,9088.07,1.30,47.62,520.75,2388.14,8156.23,8.4533,0.03,394,2388,100.00,38.94,23.2409
54,2026-01-01 00:02:58,178,-0.0011,0.0001,100.0,518.67,642.52,1588.77,1403.58,14.62,21.61,553.68,2388.02,9079.31,1.30,47.52,521.87,2388.02,8167.58,8.4536,0.03,393,2388,100.00,38.91,23.3806
67,2026-01-01 00:02:58,178,0.0055,-0.0003,100.0,518.67,642.63,1591.40,1407.15,14.62,21.61,553.32,2388.08,9069.11,1.30,47.50,520.97,2388.10,8145.42,8.4186,0.03,394,2388,100.00,38.79,23.2364
71,2026-01-01 00:02:58,178,0.0012,-0.0000,100.0,518.67,642.97,1593.86,1421.25,14.62,21.61,552.14,2388.10,9098.05,1.30,47.96,520.81,2388.14,8168.60,8.4553,0.03,394,2388,100.00,38.55,23.2606
75,2026-01-01 00:02:58,178,0.0031,0.0000,100.0,518.67,642.57,1598.31,1417.41,14.62,21.61,551.53,2388.18,9038.09,1.30,47.89,520.84,2388.21,8112.82,8.4517,0.03,393,2388,100.00,38.72,23.2433
76,2026-01-01 00:02:58,178,0.0001,-0.0004,100.0,518.67,642.83,1599.41,1416.30,14.62,21.61,552.62,2388.23,9052.25,1.30,47.89,520.19,2388.21,8130.09,8.4653,0.03,397,2388,100.00,38.67,23.0960
78,2026-01-01 00:02:58,178,0.0034,-0.0001,100.0,518.67,642.70,1594.99,1403.64,14.62,21.61,553.22,2388.05,9069.74,1.30,47.43,521.17,2388.09,8146.13,8.4404,0.03,394,2388,100.00,38.95,23.3839
83,2026-01-01 00:02:58,178,0.0021,-0.0003,100.0,518.67,642.64,1588.60,1402.85,14.62,21.61,554.30,2388.02,9062.13,1.30,47.33,522.05,2388.03,8135.32,8.3804,0.03,392,2388,100.00,38.92,23.3809
92,2026-01-01 00:02:58,178,0.0002,0.0005,100.0,518.67,642.35,1596.41,1408.66,14.62,21.61,554.21,2388.11,9059.47,1.30,47.47,521.83,2388.09,8143.49,8.4413,0.03,392,2388,100.00,38.76,23.3265
97,2026-01-01 00:02:58,178,-0.0004,-0.0000,100.0,518.67,643.14,1598.57,1420.07,14.62,21.61,552.87,2388.03,9127.92,1.30,47.73,521.13,2388.11,8198.58,8.4816,0.03,395,2388,100.00,38.70,23.1568
99,2026-01-01 00:02:58,178,-0.0014,0.0000,100.0,518.67,643.65,1603.89,1427.84,14.62,21.61,551.81,2388.22,9057.31,1.30,48.09,519.46,2388.23,8124.86,8.5163,0.03,396,2388,100.00,38.56,23.0589
1,2026-01-01 00:02:59,179,0.0023,-0.0003,100.0,518.67,642.86,1592.56,1429.45,14.62,21.61,551.57,2388.26,9044.23,1.30,48.02,520.38,2388.18,8116.84,8.4947,0.03,395,2388,100.00,38.77,23.1888
7,2026-01-01 00:02:59,179,0.0035,-0.0003,100.0,518.67,643.00,1591.30,1400.94,14.62,21.61,553.07,2388.04,9072.62,1.30,47.70,521.34,2388.10,8151.75,8.4465,0.03,393,2388,100.00,38.70,23.3864
9,2026-01-01 00:02:59,179,0.0007,0.0003,100.0,518.67,643.01,1600.05,1412.20,14.62,21.61,553.90,2388.09,9156.95,1.30,47.66,521.22,2388.04,8216.90,8.4385,0.03,394,2388,100.00,38.73,23.2207
10,2026-01-01 00:02:59,179,-0.0018,0.0001,100.0,518.67,643.05,1589.76,1409.71,14.62,21.61,552.67,2388.11,9070.59,1.30,47.58,521.16,2388.06,8153.81,8.4452,0.03,393,2388,100.00,38.74,23.2796
14,2026-01-01 00:02:59,179,-0.0008,0.0003,100.0,518.67,643.70,1609.93,1425.93,14.62,21.61,551.96,2388.24,9132.35,1.30,48.30,519.89,2388.18,8189.64,8.5305,0.03,396,2388,100.00,38.34,23.0647
16,2026-01-01 00:02:59,179,-0.0012,0.0000,100.0,518.67,643.60,1599.17,1417.40,14.62,21.61,551.89,2388.22,9062.53,1.30,47.74,519.54,2388.21,8132.19,8.5156,0.03,394,2388,100.00,38.53,23.1488
21,2026-01-01 00:02:59,179,0.0026,-0.0004,100.0,518.67,643.43,1596.67,1420.57,14.62,21.61,552.81,2388.11,9123.59,1.30,47.85,520.68,2388.12,8188.25,8.4978,0.03,394,2388,100.00,38.64,23.1996
26,2026-01-01 00:02:59,179,0.0040,0.0004,100.0,518.67,643.50,1590.51,1425.17,14.62,21.61,553.17,2388.13,9107.90,1.30,47.99,520.39,2388.13,8185.70,8.5043,0.03,396,2388,100.00,38.54,23.2159
33,2026-01-01 00:02:59,179,0.0024,0.0003,100.0,518.67,642.67,1598.58,1419.15,14.62,21.61,552.44,2388.20,9057.65,1.30,47.79,520.40,2388.18,8135.19,8.4591,0.03,394,2388,100.00,38.61,23.2125
41,2026-01-01 00:02:59,179,-0.0023,-0.0001,100.0,518.67,643.16,1590.50,1416.75,14.62,21.61,553.16,2388.10,9099.90,1.30,47.49,521.74,2388.06,8170.60,8.4918,0.03,394,2388,100.00,38.72,23.2674
44,2026-01-01 00:02:59,179,0.0002,0.0004,100.0,518.67,643.67,1598.08,1420.42,14.62,21.61,551.61,2388.12,9079.75,1.30,48.01,520.54,2388.18,8155.54,8.4902,0.03,396,2388,100.00,38.55,23.1730
47,2026-01-01 00:02:59,179,-0.0030,0.0001,100.0,518.67,642.74,1599.01,1409.71,14.62,21.61,553.03,2388.08,9090.19,1.30,47.63,520.79,2388.08,8157.31,8.4837,0.03,395,2388,100.00,38.69,23.2090
54,2026-01-01 00:02:59,179,0.0003,0.0003,100.0,518.67,642.59,1589.93,1403.59,14.62,21.61,553.70,2388.00,9079.47,1.30,47.38,522.32,2388.03,8157.99,8.4589,0.03,393,2388,100.00,38.87,23.3978
67,2026-01-01 00:02:59,179,0.0018,0.0001,100.0,518.67,642.70,1586.69,1413.55,14.62,21.61,553.55,2388.09,9068.70,1.30,47.47,521.42,2388.11,8143.62,8.4370,0.03,393,2388,100.00,39.00,23.3136
71,2026-01-01 00:02:59,179,-0.0016,-0.0003,100.0,518.67,642.98,1599.53,1416.48,14.62,21.61,553.13,2388.10,9102.92,1.30,47.87,520.66,2388.08,8175.24,8.4661,0.03,396,2388,100.00,38.47,23.1605
75,2026-01-01 00:02:59,179,0.0016,0.0000,100.0,518.67,642.92,1589.18,1415.33,14.62,21.61,552.70,2388.23,9027.72,1.30,47.78,520.43,2388.24,8119.76,8.4688,0.03,395,2388,100.00,38.72,23.2130
76,2026-01-01 00:02:59,179,-0.0047,0.0005,100.0,518.67,643.43,1594.65,1408.28,14.62,21.61,552.31,2388.25,9059.81,1.30,47.95,520.61,2388.21,8126.51,8.4859,0.03,395,2388,100.00,38.47,23.1614
78,2026-01-01 00:02:59,179,-0.0005,0.0004,100.0,518.67,643.22,1584.80,1418.53,14.62,21.61,553.68,2388.07,9064.20,1.30,47.49,521.30,2388.11,8142.42,8.4350,0.03,393,2388,100.00,38.71,23.2651
83,2026-01-01 00:02:59,179,0.0010,-0.0005,100.0,518.67,642.75,1591.18,1399.71,14.62,21.61,553.83,2388.04,9052.75,1.30,47.51,521.63,2388.08,8135.63,8.4180,0.03,392,2388,100.00,39.08,23.2689
92,2026-01-01 00:02:59,179,0.0006,-0.0000,100.0,518.67,642.44,1588.56,1406.24,14.62,21.61,553.77,2388.08,9069.76,1.30,47.16,522.40,2388.02,8143.66,8.4518,0.03,394,2388,100.00,38.72,23.3774
97,2026-01-01 00:02:59,179,-0.0009,0.0003,100.0,518.67,643.12,1595.39,1412.22,14.62,21.61,553.50,2388.07,9132.34,1.30,47.78,520.82,2388.07,8204.68,8.4470,0.03,397,2388,100.00,38.73,23.2766
